"gene_name","taxa_included","identical_sequences"
"Oryzias_latipes.10.22624103.22624320.fas","80","172"
"Oryzias_latipes.10.22643586.22643777.fas","55","135"
"Oryzias_latipes.10.22749545.22749349.fas","60","71"
"Oryzias_latipes.10.6312653.6312533.fas","94","1460"
"Oryzias_latipes.10.6811316.6812001.fas","90","5"
"Oryzias_latipes.10.6836748.6837064.fas","87","57"
"Oryzias_latipes.11.10855640.10855822.fas","67","322"
"Oryzias_latipes.11.17363490.17363654.fas","51","183"
"Oryzias_latipes.11.18479350.18479156.fas","63","568"
"Oryzias_latipes.11.21990218.21990355.fas","93","1283"
"Oryzias_latipes.11.22682482.22682612.fas","96","2421"
"Oryzias_latipes.11.8351823.8351694.fas","53","101"
"Oryzias_latipes.11.8635871.8636379.fas","59","7"
"Oryzias_latipes.11.9574612.9574911.fas","57","9"
"Oryzias_latipes.11.9811901.9811544.fas","64","587"
"Oryzias_latipes.12.12312497.12312371.fas","57","598"
"Oryzias_latipes.12.12523252.12523387.fas","77","473"
"Oryzias_latipes.12.13935482.13936059.fas","62","3"
"Oryzias_latipes.12.14078246.14078391.fas","63","360"
"Oryzias_latipes.12.14128593.14128424.fas","95","238"
"Oryzias_latipes.12.20251518.20251853.fas","95","137"
"Oryzias_latipes.12.20473412.20473606.fas","97","236"
"Oryzias_latipes.12.23758249.23757961.fas","54","100"
"Oryzias_latipes.12.24353700.24353876.fas","65","431"
"Oryzias_latipes.12.28529246.28529073.fas","83","1954"
"Oryzias_latipes.12.29035250.29035390.fas","76","456"
"Oryzias_latipes.12.29224709.29224506.fas","95","130"
"Oryzias_latipes.12.3724187.3723980.fas","97","921"
"Oryzias_latipes.12.6599770.6599999.fas","96","309"
"Oryzias_latipes.12.6932069.6932758.fas","61","8"
"Oryzias_latipes.12.7317541.7317696.fas","71","498"
"Oryzias_latipes.12.7338065.7337926.fas","89","248"
"Oryzias_latipes.12.7341397.7341187.fas","50","18"
"Oryzias_latipes.12.8136410.8136266.fas","87","698"
"Oryzias_latipes.12.8245286.8245526.fas","94","182"
"Oryzias_latipes.12.9116806.9116937.fas","95","191"
"Oryzias_latipes.12.9727776.9727941.fas","93","643"
"Oryzias_latipes.13.12196172.12196324.fas","59","76"
"Oryzias_latipes.13.12903916.12904066.fas","72","379"
"Oryzias_latipes.13.12905663.12905827.fas","96","355"
"Oryzias_latipes.13.12905926.12906159.fas","84","25"
"Oryzias_latipes.13.12911382.12911546.fas","90","1122"
"Oryzias_latipes.13.15978825.15978492.fas","70","141"
"Oryzias_latipes.13.16385611.16385858.fas","86","449"
"Oryzias_latipes.13.17549794.17549589.fas","81","25"
"Oryzias_latipes.13.18279044.18279188.fas","92","2703"
"Oryzias_latipes.13.2009021.2008846.fas","96","988"
"Oryzias_latipes.13.2720656.2720856.fas","79","297"
"Oryzias_latipes.13.29951718.29951519.fas","76","264"
"Oryzias_latipes.13.3263618.3263786.fas","88","159"
"Oryzias_latipes.13.4205418.4205155.fas","89","25"
"Oryzias_latipes.13.509714.509863.fas","93","122"
"Oryzias_latipes.13.5729239.5728728.fas","92","972"
"Oryzias_latipes.13.9412962.9412831.fas","82","677"
"Oryzias_latipes.13.9522077.9521886.fas","92","209"
"Oryzias_latipes.14.11638551.11638362.fas","89","60"
"Oryzias_latipes.14.11638983.11638760.fas","62","35"
"Oryzias_latipes.14.12776522.12776244.fas","71","126"
"Oryzias_latipes.14.13153142.13153328.fas","97","350"
"Oryzias_latipes.14.13156289.13156047.fas","91","97"
"Oryzias_latipes.14.15431886.15431766.fas","96","1912"
"Oryzias_latipes.14.16092416.16092577.fas","85","393"
"Oryzias_latipes.14.16423416.16423268.fas","97","1011"
"Oryzias_latipes.14.16479518.16479341.fas","97","120"
"Oryzias_latipes.14.16681513.16681326.fas","54","421"
"Oryzias_latipes.14.16681928.16681785.fas","81","832"
"Oryzias_latipes.14.21664924.21665292.fas","82","50"
"Oryzias_latipes.14.21671648.21671796.fas","63","195"
"Oryzias_latipes.14.2487170.2487021.fas","96","1478"
"Oryzias_latipes.14.2489181.2489019.fas","89","711"
"Oryzias_latipes.14.28402133.28402310.fas","95","125"
"Oryzias_latipes.14.28795385.28795216.fas","96","109"
"Oryzias_latipes.14.28996384.28995863.fas","75","3"
"Oryzias_latipes.14.31125480.31125761.fas","57","61"
"Oryzias_latipes.14.31276069.31276204.fas","87","545"
"Oryzias_latipes.14.5561917.5561777.fas","86","1197"
"Oryzias_latipes.14.5581880.5581713.fas","76","389"
"Oryzias_latipes.15.22045429.22045286.fas","94","629"
"Oryzias_latipes.15.22274219.22274385.fas","59","255"
"Oryzias_latipes.15.22795291.22795110.fas","95","1908"
"Oryzias_latipes.15.22798151.22798009.fas","96","412"
"Oryzias_latipes.15.23747587.23747425.fas","65","259"
"Oryzias_latipes.15.23751721.23751265.fas","54","26"
"Oryzias_latipes.15.24388366.24388217.fas","97","913"
"Oryzias_latipes.15.26012031.26012169.fas","96","279"
"Oryzias_latipes.15.29124960.29125216.fas","75","351"
"Oryzias_latipes.15.29322568.29322720.fas","62","61"
"Oryzias_latipes.15.3044406.3044774.fas","87","71"
"Oryzias_latipes.15.468398.468742.fas","75","11"
"Oryzias_latipes.16.10768520.10768652.fas","55","124"
"Oryzias_latipes.16.11641023.11640884.fas","70","204"
"Oryzias_latipes.16.13127640.13128327.fas","89","3"
"Oryzias_latipes.16.13676115.13675816.fas","94","13"
"Oryzias_latipes.16.13676353.13676225.fas","93","1483"
"Oryzias_latipes.16.13676585.13676451.fas","97","476"
"Oryzias_latipes.16.14397685.14397086.fas","76","7"
"Oryzias_latipes.16.14800771.14800998.fas","94","342"
"Oryzias_latipes.16.16871278.16871124.fas","95","1502"
"Oryzias_latipes.16.16874799.16874599.fas","97","747"
"Oryzias_latipes.16.17719593.17719742.fas","97","301"
"Oryzias_latipes.16.1911680.1911865.fas","96","1315"
"Oryzias_latipes.16.19936891.19936335.fas","93","1"
"Oryzias_latipes.16.22920015.22919719.fas","73","282"
"Oryzias_latipes.16.28281538.28282037.fas","85","11"
"Oryzias_latipes.16.5781584.5781442.fas","82","668"
"Oryzias_latipes.16.6252990.6253995.fas","93","550"
"Oryzias_latipes.17.11603639.11603793.fas","95","943"
"Oryzias_latipes.17.15091890.15092019.fas","97","274"
"Oryzias_latipes.17.16730108.16729971.fas","90","364"
"Oryzias_latipes.17.17438763.17438592.fas","55","52"
"Oryzias_latipes.17.17483973.17483827.fas","69","71"
"Oryzias_latipes.17.17865719.17865571.fas","79","226"
"Oryzias_latipes.17.20055941.20055795.fas","75","493"
"Oryzias_latipes.17.20078835.20078700.fas","76","825"
"Oryzias_latipes.17.22880768.22880495.fas","95","4"
"Oryzias_latipes.17.23738635.23738439.fas","89","297"
"Oryzias_latipes.17.24685510.24685224.fas","86","29"
"Oryzias_latipes.17.24963960.24963555.fas","51","9"
"Oryzias_latipes.17.28220772.28220917.fas","86","1033"
"Oryzias_latipes.17.28293202.28293015.fas","93","888"
"Oryzias_latipes.17.28354007.28353857.fas","73","151"
"Oryzias_latipes.17.28712402.28712707.fas","95","159"
"Oryzias_latipes.17.28941842.28941346.fas","88","16"
"Oryzias_latipes.17.28942566.28942818.fas","68","25"
"Oryzias_latipes.17.29352543.29353108.fas","64","6"
"Oryzias_latipes.17.3239271.3239115.fas","87","703"
"Oryzias_latipes.17.4346873.4346730.fas","52","38"
"Oryzias_latipes.17.4770658.4770847.fas","97","89"
"Oryzias_latipes.17.4895906.4895516.fas","76","8"
"Oryzias_latipes.17.5624264.5624390.fas","92","483"
"Oryzias_latipes.17.8592401.8592598.fas","95","195"
"Oryzias_latipes.18.11242846.11242627.fas","84","50"
"Oryzias_latipes.18.11250524.11250677.fas","96","855"
"Oryzias_latipes.18.11252194.11252332.fas","78","1367"
"Oryzias_latipes.18.14651421.14651216.fas","84","53"
"Oryzias_latipes.18.14714714.14714921.fas","71","86"
"Oryzias_latipes.18.2444900.2444770.fas","97","638"
"Oryzias_latipes.18.26394460.26394185.fas","81","477"
"Oryzias_latipes.19.10691734.10691564.fas","69","595"
"Oryzias_latipes.19.12140705.12140236.fas","67","9"
"Oryzias_latipes.19.15587925.15587752.fas","61","119"
"Oryzias_latipes.19.15940731.15940927.fas","85","603"
"Oryzias_latipes.19.15941013.15941164.fas","59","1227"
"Oryzias_latipes.19.17944536.17944656.fas","73","559"
"Oryzias_latipes.19.18628014.18628216.fas","68","85"
"Oryzias_latipes.19.1922454.1922237.fas","94","343"
"Oryzias_latipes.19.1950685.1950462.fas","87","435"
"Oryzias_latipes.19.19833084.19832858.fas","62","131"
"Oryzias_latipes.19.20451916.20451780.fas","62","857"
"Oryzias_latipes.19.21220243.21220422.fas","94","768"
"Oryzias_latipes.19.4267754.4267948.fas","91","110"
"Oryzias_latipes.19.4549287.4549868.fas","53","1"
"Oryzias_latipes.19.7979206.7979003.fas","69","57"
"Oryzias_latipes.19.7988049.7987913.fas","79","173"
"Oryzias_latipes.19.8216368.8216848.fas","65","11"
"Oryzias_latipes.19.8218212.8218884.fas","64","6"
"Oryzias_latipes.19.8479542.8478775.fas","67","3"
"Oryzias_latipes.19.8481588.8481451.fas","97","937"
"Oryzias_latipes.19.8613594.8612889.fas","63","0"
"Oryzias_latipes.19.8964514.8964728.fas","94","46"
"Oryzias_latipes.19.9754042.9754206.fas","84","643"
"Oryzias_latipes.19.9894312.9894157.fas","95","1045"
"Oryzias_latipes.2.29714259.29714137.fas","90","457"
"Oryzias_latipes.20.10673514.10673287.fas","96","349"
"Oryzias_latipes.20.12284394.12284267.fas","73","1381"
"Oryzias_latipes.20.13128333.13128173.fas","55","168"
"Oryzias_latipes.20.15269857.15268841.fas","51","0"
"Oryzias_latipes.20.15626365.15626204.fas","97","968"
"Oryzias_latipes.20.17308022.17307696.fas","93","319"
"Oryzias_latipes.20.17323504.17323334.fas","97","524"
"Oryzias_latipes.20.17855000.17855195.fas","72","65"
"Oryzias_latipes.20.17863745.17863241.fas","83","26"
"Oryzias_latipes.20.18073474.18073322.fas","70","227"
"Oryzias_latipes.20.1884685.1884503.fas","81","391"
"Oryzias_latipes.20.19083006.19082866.fas","77","330"
"Oryzias_latipes.20.19087150.19087004.fas","77","238"
"Oryzias_latipes.20.19946346.19946165.fas","96","1057"
"Oryzias_latipes.20.19959910.19959756.fas","97","226"
"Oryzias_latipes.20.22296673.22296892.fas","91","264"
"Oryzias_latipes.20.8397503.8397668.fas","88","180"
"Oryzias_latipes.20.8445425.8445237.fas","67","168"
"Oryzias_latipes.21.10017879.10017655.fas","97","2120"
"Oryzias_latipes.21.10045878.10045720.fas","96","519"
"Oryzias_latipes.21.10046151.10045987.fas","96","1757"
"Oryzias_latipes.21.12948595.12948430.fas","87","235"
"Oryzias_latipes.21.13506429.13506624.fas","70","72"
"Oryzias_latipes.21.13512823.13513027.fas","96","46"
"Oryzias_latipes.21.13531776.13531934.fas","76","453"
"Oryzias_latipes.21.13534494.13534732.fas","57","89"
"Oryzias_latipes.21.18345637.18347101.fas","66","9"
"Oryzias_latipes.21.18528949.18529336.fas","68","12"
"Oryzias_latipes.21.20342249.20342395.fas","96","259"
"Oryzias_latipes.21.20508134.20508275.fas","55","474"
"Oryzias_latipes.21.22336321.22336170.fas","96","2934"
"Oryzias_latipes.21.23773504.23773299.fas","67","39"
"Oryzias_latipes.21.23802395.23802587.fas","93","48"
"Oryzias_latipes.21.23809570.23809725.fas","94","751"
"Oryzias_latipes.21.23830369.23830505.fas","74","534"
"Oryzias_latipes.21.24051290.24051460.fas","96","279"
"Oryzias_latipes.21.24592238.24591830.fas","93","167"
"Oryzias_latipes.21.26530244.26530047.fas","97","366"
"Oryzias_latipes.21.6507711.6507529.fas","78","136"
"Oryzias_latipes.21.6683195.6682965.fas","92","1668"
"Oryzias_latipes.21.8123240.8123034.fas","79","488"
"Oryzias_latipes.21.8955445.8955299.fas","61","180"
"Oryzias_latipes.21.9067741.9067898.fas","96","463"
"Oryzias_latipes.22.11699174.11699871.fas","80","3"
"Oryzias_latipes.22.11956368.11956229.fas","85","107"
"Oryzias_latipes.22.12044155.12044370.fas","63","285"
"Oryzias_latipes.22.12056345.12056518.fas","97","210"
"Oryzias_latipes.22.12405690.12406196.fas","49","0"
"Oryzias_latipes.22.12548835.12548620.fas","89","64"
"Oryzias_latipes.22.12790272.12790093.fas","57","50"
"Oryzias_latipes.22.12790942.12790790.fas","94","277"
"Oryzias_latipes.22.12887751.12887912.fas","97","512"
"Oryzias_latipes.22.12888238.12888405.fas","80","82"
"Oryzias_latipes.22.13218783.13219025.fas","83","130"
"Oryzias_latipes.22.14024887.14024724.fas","54","71"
"Oryzias_latipes.22.14542388.14542205.fas","96","651"
"Oryzias_latipes.22.15205783.15205457.fas","94","38"
"Oryzias_latipes.22.153011.153175.fas","94","1684"
"Oryzias_latipes.22.1659374.1659221.fas","94","495"
"Oryzias_latipes.22.16610106.16610276.fas","71","1380"
"Oryzias_latipes.22.16809014.16809179.fas","89","1563"
"Oryzias_latipes.22.17813440.17813196.fas","78","399"
"Oryzias_latipes.22.17814172.17813966.fas","69","870"
"Oryzias_latipes.22.17880778.17880332.fas","84","12"
"Oryzias_latipes.22.1863645.1863170.fas","71","40"
"Oryzias_latipes.22.19342762.19342961.fas","89","478"
"Oryzias_latipes.22.19643542.19643360.fas","66","771"
"Oryzias_latipes.22.19803021.19803150.fas","78","1200"
"Oryzias_latipes.22.24623404.24623272.fas","90","1017"
"Oryzias_latipes.22.26394536.26394327.fas","57","17"
"Oryzias_latipes.22.5276843.5276664.fas","68","261"
"Oryzias_latipes.22.5277106.5276923.fas","96","1071"
"Oryzias_latipes.22.6212358.6212531.fas","79","175"
"Oryzias_latipes.22.6213269.6213540.fas","93","88"
"Oryzias_latipes.22.6213628.6213855.fas","95","104"
"Oryzias_latipes.22.6217136.6217375.fas","96","97"
"Oryzias_latipes.22.7044219.7044460.fas","61","84"
"Oryzias_latipes.22.7264558.7264430.fas","92","139"
"Oryzias_latipes.22.8116062.8115877.fas","84","208"
"Oryzias_latipes.22.9528912.9528737.fas","59","477"
"Oryzias_latipes.22.9551479.9551603.fas","97","2368"
"Oryzias_latipes.22.9726204.9726039.fas","93","232"
"Oryzias_latipes.23.13312579.13312349.fas","95","100"
"Oryzias_latipes.23.14217278.14217109.fas","94","232"
"Oryzias_latipes.23.14283549.14283674.fas","89","616"
"Oryzias_latipes.23.14552065.14552188.fas","93","1343"
"Oryzias_latipes.23.14618372.14618157.fas","78","43"
"Oryzias_latipes.23.19495605.19495483.fas","62","484"
"Oryzias_latipes.23.21714189.21714428.fas","67","330"
"Oryzias_latipes.23.22793575.22794024.fas","85","91"
"Oryzias_latipes.23.22804371.22804562.fas","94","694"
"Oryzias_latipes.23.3601939.3602098.fas","97","174"
"Oryzias_latipes.23.5941093.5940965.fas","81","221"
"Oryzias_latipes.24.10842431.10842166.fas","80","38"
"Oryzias_latipes.24.11686235.11686519.fas","91","67"
"Oryzias_latipes.24.13943537.13943685.fas","72","356"
"Oryzias_latipes.24.17752997.17753125.fas","71","589"
"Oryzias_latipes.24.1789096.1789220.fas","95","1329"
"Oryzias_latipes.24.21065034.21064860.fas","53","487"
"Oryzias_latipes.24.21074418.21074249.fas","62","131"
"Oryzias_latipes.24.22806810.22806607.fas","96","155"
"Oryzias_latipes.24.2334026.2334422.fas","75","4"
"Oryzias_latipes.24.2341054.2341188.fas","91","1026"
"Oryzias_latipes.24.2341263.2341413.fas","86","1235"
"Oryzias_latipes.24.243597.243451.fas","96","336"
"Oryzias_latipes.24.4148301.4148125.fas","90","1545"
"Oryzias_latipes.24.4821056.4821208.fas","96","506"
"Oryzias_latipes.24.4822430.4822564.fas","97","1820"
"Oryzias_latipes.24.5478479.5478601.fas","69","538"
"Oryzias_latipes.24.5488934.5488772.fas","97","203"
"Oryzias_latipes.24.5619927.5619437.fas","57","19"
"Oryzias_latipes.24.5835190.5835471.fas","93","93"
"Oryzias_latipes.24.5879181.5879398.fas","88","285"
"Oryzias_latipes.24.6871007.6870826.fas","85","60"
"Oryzias_latipes.24.7288006.7288137.fas","76","611"
"Oryzias_latipes.24.7288713.7288835.fas","89","1576"
"Oryzias_latipes.24.741184.741695.fas","67","63"
"Oryzias_latipes.24.8712772.8712636.fas","70","285"
"Oryzias_latipes.24.9598065.9598309.fas","96","128"
"Oryzias_latipes.24.9784269.9784145.fas","96","1685"
"Oryzias_latipes.3.12111540.12111680.fas","69","348"
"Oryzias_latipes.3.12414059.12414278.fas","84","374"
"Oryzias_latipes.3.13211829.13212028.fas","96","343"
"Oryzias_latipes.3.14098982.14098833.fas","97","153"
"Oryzias_latipes.3.14100343.14100202.fas","97","734"
"Oryzias_latipes.3.14906315.14906512.fas","94","27"
"Oryzias_latipes.3.14907968.14908163.fas","94","49"
"Oryzias_latipes.3.15045962.15045521.fas","58","96"
"Oryzias_latipes.3.15059389.15059554.fas","96","465"
"Oryzias_latipes.3.15063889.15064080.fas","54","40"
"Oryzias_latipes.3.16126437.16126196.fas","94","41"
"Oryzias_latipes.3.18526847.18526999.fas","93","1289"
"Oryzias_latipes.3.18828247.18828128.fas","84","199"
"Oryzias_latipes.3.19022176.19022504.fas","92","95"
"Oryzias_latipes.3.19258428.19258194.fas","89","685"
"Oryzias_latipes.3.19970055.19970421.fas","89","4"
"Oryzias_latipes.3.20851319.20851486.fas","96","999"
"Oryzias_latipes.3.23819073.23819204.fas","92","1074"
"Oryzias_latipes.3.30670166.30670025.fas","71","513"
"Oryzias_latipes.3.30781318.30781473.fas","92","1494"
"Oryzias_latipes.3.30781930.30782078.fas","77","418"
"Oryzias_latipes.3.32053011.32053196.fas","86","331"
"Oryzias_latipes.3.32053244.32053444.fas","94","330"
"Oryzias_latipes.3.32577926.32577701.fas","96","87"
"Oryzias_latipes.3.7225874.7225705.fas","95","1742"
"Oryzias_latipes.3.8292970.8292812.fas","53","79"
"Oryzias_latipes.3.8345246.8345041.fas","63","373"
"Oryzias_latipes.3.9626987.9627652.fas","59","0"
"Oryzias_latipes.4.12020346.12020717.fas","96","611"
"Oryzias_latipes.4.12022274.12022525.fas","52","267"
"Oryzias_latipes.4.12032215.12032372.fas","59","543"
"Oryzias_latipes.4.16032580.16032443.fas","55","181"
"Oryzias_latipes.4.16908874.16908747.fas","88","925"
"Oryzias_latipes.4.17137479.17137268.fas","97","396"
"Oryzias_latipes.4.17378455.17378245.fas","75","151"
"Oryzias_latipes.4.18480485.18480720.fas","85","98"
"Oryzias_latipes.4.19467023.19466806.fas","96","1193"
"Oryzias_latipes.4.1972528.1972695.fas","61","371"
"Oryzias_latipes.4.23596001.23595748.fas","96","73"
"Oryzias_latipes.4.293798.293556.fas","83","389"
"Oryzias_latipes.4.30225238.30225046.fas","80","98"
"Oryzias_latipes.4.304579.304373.fas","59","424"
"Oryzias_latipes.4.30485115.30485330.fas","86","123"
"Oryzias_latipes.4.30595570.30595691.fas","95","689"
"Oryzias_latipes.4.308931.308762.fas","95","1733"
"Oryzias_latipes.4.3446223.3446061.fas","94","1597"
"Oryzias_latipes.4.3455742.3455599.fas","55","237"
"Oryzias_latipes.4.3498347.3498204.fas","58","524"
"Oryzias_latipes.4.3503233.3503042.fas","76","521"
"Oryzias_latipes.4.3507970.3507783.fas","96","1234"
"Oryzias_latipes.4.3509696.3509565.fas","66","1226"
"Oryzias_latipes.4.3513243.3513064.fas","74","787"
"Oryzias_latipes.4.5823361.5823512.fas","86","155"
"Oryzias_latipes.4.6206348.6206521.fas","78","1659"
"Oryzias_latipes.4.7764426.7764247.fas","88","86"
"Oryzias_latipes.4.9806990.9807173.fas","95","524"
"Oryzias_latipes.4.9807476.9807731.fas","94","108"
"Oryzias_latipes.5.11031860.11032041.fas","97","960"
"Oryzias_latipes.5.11628455.11628186.fas","93","63"
"Oryzias_latipes.5.11628743.11628545.fas","87","534"
"Oryzias_latipes.5.1177891.1177706.fas","96","590"
"Oryzias_latipes.5.12734475.12734665.fas","95","1032"
"Oryzias_latipes.5.1335045.1334899.fas","62","346"
"Oryzias_latipes.5.14676645.14676811.fas","97","284"
"Oryzias_latipes.5.17373104.17372952.fas","88","145"
"Oryzias_latipes.5.18584842.18584985.fas","96","526"
"Oryzias_latipes.5.19078540.19078361.fas","88","336"
"Oryzias_latipes.5.2050674.2050057.fas","84","3"
"Oryzias_latipes.5.25915342.25915513.fas","86","83"
"Oryzias_latipes.5.25926786.25927151.fas","93","408"
"Oryzias_latipes.5.26008594.26008729.fas","88","676"
"Oryzias_latipes.5.26011743.26011934.fas","91","692"
"Oryzias_latipes.5.27584918.27584784.fas","69","532"
"Oryzias_latipes.5.27754399.27754600.fas","97","330"
"Oryzias_latipes.5.28365944.28366104.fas","82","141"
"Oryzias_latipes.5.32041775.32041915.fas","97","508"
"Oryzias_latipes.5.33524291.33524154.fas","71","578"
"Oryzias_latipes.5.33773064.33772922.fas","96","1098"
"Oryzias_latipes.5.33773489.33773346.fas","96","976"
"Oryzias_latipes.5.552842.552543.fas","75","256"
"Oryzias_latipes.5.554018.554281.fas","92","160"
"Oryzias_latipes.5.7282806.7282602.fas","57","99"
"Oryzias_latipes.5.7295516.7295788.fas","94","793"
"Oryzias_latipes.5.9459649.9459772.fas","95","741"
"Oryzias_latipes.6.11034226.11034349.fas","95","510"
"Oryzias_latipes.6.11042569.11042370.fas","87","242"
"Oryzias_latipes.6.11599793.11600231.fas","76","13"
"Oryzias_latipes.6.11602750.11603351.fas","89","1"
"Oryzias_latipes.6.11693552.11693677.fas","97","308"
"Oryzias_latipes.6.12551213.12551064.fas","68","507"
"Oryzias_latipes.6.12592581.12592384.fas","55","138"
"Oryzias_latipes.6.14191144.14191279.fas","85","372"
"Oryzias_latipes.6.14202930.14203086.fas","96","136"
"Oryzias_latipes.6.14272976.14273169.fas","95","95"
"Oryzias_latipes.6.14999500.14999292.fas","81","404"
"Oryzias_latipes.6.15180117.15180440.fas","73","2"
"Oryzias_latipes.6.16545254.16545415.fas","74","604"
"Oryzias_latipes.6.16667564.16667764.fas","83","304"
"Oryzias_latipes.6.17071465.17071226.fas","90","658"
"Oryzias_latipes.6.17113801.17113989.fas","80","681"
"Oryzias_latipes.6.17114476.17114597.fas","97","433"
"Oryzias_latipes.6.18124667.18124284.fas","59","12"
"Oryzias_latipes.6.20527840.20528047.fas","90","190"
"Oryzias_latipes.6.21135151.21135019.fas","97","3246"
"Oryzias_latipes.6.21143969.21143792.fas","79","348"
"Oryzias_latipes.6.21146270.21145984.fas","97","247"
"Oryzias_latipes.6.21857124.21857284.fas","96","487"
"Oryzias_latipes.6.22623061.22623288.fas","76","310"
"Oryzias_latipes.6.2304355.2304533.fas","97","178"
"Oryzias_latipes.6.25829498.25829096.fas","66","68"
"Oryzias_latipes.6.2921129.2921338.fas","51","61"
"Oryzias_latipes.6.3547312.3547192.fas","57","373"
"Oryzias_latipes.6.5849764.5849635.fas","88","830"
"Oryzias_latipes.6.6538732.6539544.fas","75","0"
"Oryzias_latipes.6.6623805.6623931.fas","64","736"
"Oryzias_latipes.7.11297482.11297350.fas","88","468"
"Oryzias_latipes.7.11945142.11945428.fas","94","704"
"Oryzias_latipes.7.11975444.11975578.fas","97","1651"
"Oryzias_latipes.7.12438311.12438126.fas","93","551"
"Oryzias_latipes.7.13386869.13386649.fas","92","196"
"Oryzias_latipes.7.1351287.1351142.fas","66","375"
"Oryzias_latipes.7.17199101.17198964.fas","63","573"
"Oryzias_latipes.7.17790818.17790955.fas","97","2436"
"Oryzias_latipes.7.22281722.22281564.fas","96","413"
"Oryzias_latipes.7.22508675.22508177.fas","68","2"
"Oryzias_latipes.7.22818776.22818904.fas","97","785"
"Oryzias_latipes.7.25517203.25517069.fas","56","204"
"Oryzias_latipes.7.29127204.29127392.fas","66","465"
"Oryzias_latipes.7.394141.394394.fas","93","112"
"Oryzias_latipes.7.5706062.5706217.fas","95","1854"
"Oryzias_latipes.7.635525.635250.fas","95","418"
"Oryzias_latipes.7.636033.635833.fas","91","272"
"Oryzias_latipes.7.6457788.6458666.fas","54","1"
"Oryzias_latipes.7.7221206.7221357.fas","67","126"
"Oryzias_latipes.7.7357130.7356431.fas","60","0"
"Oryzias_latipes.7.7692213.7692071.fas","73","439"
"Oryzias_latipes.7.7697085.7696912.fas","97","420"
"Oryzias_latipes.7.7715114.7714913.fas","95","437"
"Oryzias_latipes.7.7715495.7715321.fas","77","502"
"Oryzias_latipes.7.7738033.7737909.fas","96","1114"
"Oryzias_latipes.7.8007681.8007865.fas","94","2657"
"Oryzias_latipes.7.8210334.8210162.fas","93","372"
"Oryzias_latipes.7.9537644.9537834.fas","72","494"
"Oryzias_latipes.7.9637619.9638063.fas","69","22"
"Oryzias_latipes.7.9978097.9977956.fas","96","1612"
"Oryzias_latipes.8.10490575.10490323.fas","96","51"
"Oryzias_latipes.8.11138702.11138498.fas","91","253"
"Oryzias_latipes.8.11148584.11148325.fas","84","449"
"Oryzias_latipes.8.15094086.15094259.fas","91","1977"
"Oryzias_latipes.8.6444197.6444358.fas","92","484"
"Oryzias_latipes.8.6771599.6771438.fas","77","399"
"Oryzias_latipes.8.6775553.6775350.fas","78","270"
"Oryzias_latipes.8.7391767.7391963.fas","79","55"
"Oryzias_latipes.8.7393628.7393804.fas","94","73"
"Oryzias_latipes.8.7402632.7402770.fas","95","1262"
"Oryzias_latipes.9.10276920.10276743.fas","88","148"
"Oryzias_latipes.9.10292794.10292976.fas","94","261"
"Oryzias_latipes.9.11144262.11144683.fas","68","1"
"Oryzias_latipes.9.12956383.12956685.fas","89","80"
"Oryzias_latipes.9.12994235.12994443.fas","82","72"
"Oryzias_latipes.9.13075113.13075267.fas","97","163"
"Oryzias_latipes.9.15974238.15974034.fas","90","311"
"Oryzias_latipes.9.16020515.16021135.fas","66","0"
"Oryzias_latipes.9.16466132.16465913.fas","59","43"
"Oryzias_latipes.9.17056895.17056746.fas","89","562"
"Oryzias_latipes.9.17221848.17221723.fas","50","117"
"Oryzias_latipes.9.18696088.18695938.fas","95","434"
"Oryzias_latipes.9.18696849.18696645.fas","96","680"
"Oryzias_latipes.9.18838813.18838950.fas","89","583"
"Oryzias_latipes.9.18849296.18849493.fas","96","60"
"Oryzias_latipes.9.19772414.19772256.fas","59","193"
"Oryzias_latipes.9.19776485.19776269.fas","91","435"
"Oryzias_latipes.9.2010324.2010471.fas","60","793"
"Oryzias_latipes.9.20150042.20151355.fas","65","1"
"Oryzias_latipes.9.2024905.2024732.fas","97","253"
"Oryzias_latipes.9.20292852.20293088.fas","78","388"
"Oryzias_latipes.9.20603057.20602912.fas","73","1026"
"Oryzias_latipes.9.23006487.23006750.fas","94","291"
"Oryzias_latipes.9.23337195.23337830.fas","52","2"
"Oryzias_latipes.9.23502679.23502894.fas","79","115"
"Oryzias_latipes.9.30620551.30620740.fas","55","276"
"Oryzias_latipes.9.31852384.31852586.fas","93","573"
"Oryzias_latipes.9.3228994.3229119.fas","75","548"
"Oryzias_latipes.9.510018.510221.fas","96","932"
"Oryzias_latipes.9.5432977.5433143.fas","56","441"
"Oryzias_latipes.9.7694337.7694193.fas","54","97"
"Oryzias_latipes.9.8090795.8090603.fas","63","137"
"Oryzias_latipes.9.9039709.9039257.fas","93","117"
"Oryzias_latipes.9.9834911.9834779.fas","94","253"
"Oryzias_latipes.scaffold1049.8199.8040.fas","92","1627"
"Oryzias_latipes.scaffold1092.40082.40322.fas","93","368"
"Oryzias_latipes.scaffold1376.12635.12354.fas","81","130"
"Oryzias_latipes.scaffold1652.10078.10207.fas","96","1937"
"Oryzias_latipes.scaffold2185.3360.3123.fas","66","45"
"Oryzias_latipes.scaffold2378.12948.12787.fas","91","226"
"Oryzias_latipes.scaffold2451.6652.6925.fas","68","109"
"Oryzias_latipes.scaffold2764.6650.6776.fas","82","174"
