Locus	Aver. coding region length(bp)	Aver. flanking region length(bp)	Alignment length(bp)	Aver. GC content(%)	Missing data(%)	Pairwise distance
Danio_rerio.17.232056.230980	639.17	316.40	654	56.79	2.27	0.04
Danio_rerio.17.23724511.23723622	870.56	187.67	897	60.25	2.95	0.02
Danio_rerio.17.24438360.24438503	142.86	225.20	144	43.85	0.79	0.02
Danio_rerio.17.24439918.24440142	218.94	293.92	219	59.70	0.03	0.02
Danio_rerio.17.25269830.25269952	123.00	287.35	123	44.71	0.00	0.02
Danio_rerio.17.28154805.28154663	139.34	188.78	141	51.21	1.17	0.03
Danio_rerio.17.28734331.28734470	137.19	187.53	138	64.82	0.59	0.01
Danio_rerio.17.28738736.28738963	226.45	231.12	228	64.61	0.68	0.02
Danio_rerio.17.28741125.28741299	171.00	250.11	174	59.92	1.72	0.04
Danio_rerio.17.28745031.28745354	206.30	217.93	207	61.55	0.34	0.02
Danio_rerio.17.28745456.28745622	159.44	156.81	165	66.56	3.37	0.03
Danio_rerio.17.28747512.28748348	320.53	209.93	330	67.24	2.87	0.03
Danio_rerio.17.28751528.28751750	149.81	224.19	150	62.01	0.13	0.02
Danio_rerio.17.33506146.33506268	120.53	137.96	123	66.26	2.01	0.03
Danio_rerio.17.35525279.35525115	161.65	278.15	162	50.52	0.21	0.02
Danio_rerio.17.35526097.35525948	147.05	161.79	150	55.12	1.97	0.03
Danio_rerio.17.41418843.41418997	150.95	239.95	153	62.39	1.34	0.02
Danio_rerio.17.43127509.43127383	122.55	269.70	123	56.33	0.36	0.01
Danio_rerio.17.43628905.43628703	194.59	299.01	195	56.69	0.21	0.03
Danio_rerio.17.48357873.48358046	146.17	108.91	153	60.13	4.46	0.09
Danio_rerio.17.49804423.49805756	227.41	197.13	231	64.05	1.56	0.07
Danio_rerio.17.50011322.50011469	146.91	244.29	147	50.33	0.06	0.02
Danio_rerio.17.50021976.50022196	208.36	270.03	213	54.46	2.18	0.05
Danio_rerio.17.50045427.50045552	126.00	294.81	126	46.37	0.00	0.01
Danio_rerio.17.50048600.50048729	128.45	258.43	129	48.40	0.43	0.02
Danio_rerio.17.50620146.50620287	140.67	248.34	141	55.48	0.23	0.02
Danio_rerio.17.51577517.51577330	185.51	248.01	186	56.81	0.26	0.03
Danio_rerio.17.51611735.51611568	164.88	266.38	165	62.49	0.07	0.07
Danio_rerio.17.51618618.51618498	119.72	260.74	120	48.22	0.23	0.02
Danio_rerio.17.53843239.53843065	139.47	270.02	141	64.49	1.09	0.03
Danio_rerio.17.53886579.53886459	117.00	327.97	117	44.73	0.00	0.00
Danio_rerio.17.7445971.7446131	158.97	259.07	159	47.95	0.02	0.04
Danio_rerio.17.7446431.7446566	131.94	173.81	132	52.62	0.05	0.04
Danio_rerio.17.8434532.8434348	180.12	225.37	183	51.46	1.57	0.05
Danio_rerio.17.8603086.8603211	125.67	252.13	126	50.40	0.26	0.02
Danio_rerio.17.8649783.8649966	173.39	159.31	180	54.79	3.67	0.02
Danio_rerio.17.8654820.8654991	170.85	294.73	171	52.25	0.09	0.02
Danio_rerio.18.11691828.11691515	189.24	218.44	192	58.44	1.44	0.03
Danio_rerio.18.11703004.11702767	234.38	197.69	237	65.04	1.11	0.02
Danio_rerio.18.11703589.11703380	210.00	229.45	210	58.13	0.00	0.02
Danio_rerio.18.14930957.14930819	137.85	263.55	138	58.10	0.11	0.02
Danio_rerio.18.14989949.14989749	199.70	265.30	201	57.99	0.65	0.02
Danio_rerio.18.15545791.15545994	200.78	205.74	201	52.21	0.11	0.03
Danio_rerio.18.17421767.17421966	197.41	302.01	198	54.05	0.30	0.01
Danio_rerio.18.18784958.18784737	221.60	265.54	222	53.45	0.18	0.02
Danio_rerio.18.20275163.20275387	223.61	245.25	225	49.86	0.62	0.02
Danio_rerio.18.20276222.20276560	331.44	272.48	333	56.27	0.47	0.02
Danio_rerio.18.20898144.20898343	180.00	226.91	180	65.43	0.00	0.03
Danio_rerio.18.21643612.21643429	170.26	129.77	180	65.72	5.41	0.03
Danio_rerio.18.2208676.2208435	109.12	110.29	111	59.80	1.69	0.02
Danio_rerio.18.2209180.2208871	130.85	206.64	132	58.73	0.87	0.03
Danio_rerio.18.24758121.24757985	134.25	188.74	138	50.52	2.72	0.04
Danio_rerio.18.26231782.26231977	194.60	224.40	195	49.59	0.21	0.04
Danio_rerio.18.26262685.26262825	141.00	280.23	141	46.93	0.00	0.02
Danio_rerio.18.32463703.32463930	212.54	188.41	213	53.75	0.22	0.04
Danio_rerio.18.33525911.33526089	152.10	140.65	156	57.53	2.50	0.07
Danio_rerio.18.36678226.36678104	122.90	148.41	123	48.79	0.08	0.02
Danio_rerio.18.36679109.36678938	170.97	285.19	171	46.54	0.02	0.02
Danio_rerio.18.39173432.39173258	170.91	260.62	171	46.99	0.06	0.02
Danio_rerio.18.39593040.39593165	121.86	128.54	123	52.09	0.93	0.07
Danio_rerio.18.42997211.42997384	172.25	243.45	174	60.79	1.00	0.03
Danio_rerio.18.43246996.43246833	162.00	257.20	162	64.60	0.00	0.04
Danio_rerio.18.44061827.44061959	131.81	306.76	132	48.21	0.14	0.03
Danio_rerio.18.44063579.44063717	134.10	240.10	135	51.66	0.67	0.03
Danio_rerio.18.49805076.49805258	181.44	255.97	183	58.05	0.85	0.02
Danio_rerio.18.5322389.5322601	209.49	290.82	210	59.49	0.24	0.03
Danio_rerio.18.5785808.5785954	144.18	209.20	147	48.73	1.92	0.05
Danio_rerio.18.6255073.6255313	197.18	259.88	198	59.28	0.41	0.04
Danio_rerio.18.7973745.7973508	233.94	296.30	234	53.73	0.03	0.02
Danio_rerio.19.12416092.12415951	121.77	150.11	123	66.10	1.00	0.02
Danio_rerio.19.12538679.12538527	152.19	190.26	153	59.56	0.53	0.03
Danio_rerio.19.12564665.12564526	137.97	222.12	138	60.68	0.02	0.03
Danio_rerio.19.12567614.12567463	143.57	138.08	150	56.54	4.29	0.06
Danio_rerio.19.16734526.16734388	129.78	137.70	135	51.61	3.87	0.04
Danio_rerio.19.19853256.19853135	119.94	293.33	120	62.18	0.05	0.01
Danio_rerio.19.27343880.27343704	170.95	190.40	174	63.62	1.76	0.01
Danio_rerio.19.28452445.28451738	434.90	155.70	438	63.46	0.71	0.02
Danio_rerio.19.32132282.32132457	172.02	113.32	174	61.04	1.14	0.05
Danio_rerio.19.32777735.32778436	655.69	210.12	669	53.00	1.99	0.05
Danio_rerio.19.32792666.32792821	155.65	267.35	156	60.54	0.22	0.02
Danio_rerio.19.32826095.32825970	123.00	324.14	123	55.06	0.00	0.01
Danio_rerio.19.32827618.32827484	134.63	300.90	135	46.13	0.27	0.01
Danio_rerio.19.32828385.32828257	128.77	275.22	129	39.63	0.18	0.01
Danio_rerio.19.3355981.3356103	121.30	174.31	123	62.41	1.38	0.08
Danio_rerio.19.3370932.3370387	146.62	183.25	150	60.07	2.25	0.03
Danio_rerio.19.3530431.3530277	153.00	309.11	153	49.21	0.00	0.02
Danio_rerio.19.38687277.38687552	268.00	227.85	273	62.05	1.83	0.05
Danio_rerio.19.41437561.41437701	140.45	242.07	141	57.73	0.39	0.01
Danio_rerio.19.41512428.41512604	182.58	205.58	186	57.30	1.84	0.04
Danio_rerio.19.437010.436858	152.73	244.80	153	59.13	0.18	0.02
Danio_rerio.19.43936068.43935934	132.90	148.61	135	58.60	1.56	0.05
Danio_rerio.19.44522766.44522375	209.57	211.27	210	57.57	0.20	0.01
Danio_rerio.19.44615569.44615691	118.80	167.20	123	53.78	3.41	0.03
Danio_rerio.19.446358.445899	326.45	211.43	336	50.58	2.84	0.05
Danio_rerio.19.45477272.45477394	120.63	180.63	123	46.66	1.93	0.04
Danio_rerio.19.47473373.47472829	173.59	245.23	174	60.43	0.23	0.02
Danio_rerio.19.47963705.47963518	183.00	330.91	183	47.16	0.00	0.01
Danio_rerio.19.4938142.4938725	568.50	195.39	585	65.62	2.82	0.03
Danio_rerio.19.4941846.4941991	139.57	191.03	141	60.54	1.01	0.02
Danio_rerio.19.49766727.49766565	159.32	215.76	162	45.53	1.65	0.02
Danio_rerio.19.49801891.49801744	144.09	174.90	147	62.78	1.98	0.02
Danio_rerio.19.7909974.7909826	144.29	174.74	147	53.16	1.85	0.03
Danio_rerio.19.7910213.7910049	165.00	257.13	165	59.32	0.00	0.05
Danio_rerio.19.8049106.8049648	499.38	135.62	540	49.27	7.52	0.05
Danio_rerio.19.8134889.8135035	138.71	222.31	141	54.04	1.62	0.03
Danio_rerio.2.10692384.10692036	345.92	265.75	348	53.24	0.60	0.02
Danio_rerio.2.1310487.1310667	171.78	157.10	177	62.05	2.95	0.03
Danio_rerio.2.13596954.13597101	144.97	240.36	147	52.72	1.38	0.03
Danio_rerio.2.13632602.13633206	164.85	287.35	165	54.12	0.09	0.04
Danio_rerio.2.16221300.16221158	140.78	252.53	141	52.24	0.16	0.01
Danio_rerio.2.16249862.16249668	188.25	256.78	189	54.52	0.40	0.02
Danio_rerio.2.16438390.16438509	119.66	202.15	120	50.25	0.28	0.02
Danio_rerio.2.16642251.16642105	146.75	327.68	147	44.24	0.17	0.01
Danio_rerio.2.2479674.2479521	149.97	278.45	150	57.45	0.02	0.03
Danio_rerio.2.24882662.24882539	117.62	234.30	120	55.78	1.98	0.03
Danio_rerio.2.27711009.27710848	159.00	168.14	165	61.03	3.64	0.04
Danio_rerio.2.27975885.27975672	209.97	266.58	210	55.01	0.01	0.03
Danio_rerio.2.29896263.29896097	158.72	330.55	159	50.58	0.17	0.01
Danio_rerio.2.32911649.32911782	125.45	170.55	126	59.05	0.44	0.03
Danio_rerio.2.35328234.35328360	125.47	227.06	126	53.37	0.42	0.02
Danio_rerio.2.35330492.35330621	128.91	255.90	129	49.86	0.07	0.06
Danio_rerio.2.35693973.35694110	134.11	182.25	135	59.51	0.66	0.05
Danio_rerio.2.35781500.35781650	147.00	305.21	147	61.94	0.00	0.02
Danio_rerio.2.35781754.35781889	134.31	184.57	135	65.26	0.51	0.06
Danio_rerio.2.36373184.36373421	233.45	237.94	234	52.72	0.24	0.04
Danio_rerio.2.36914158.36914304	147.00	249.26	147	61.32	0.00	0.03
Danio_rerio.2.36957008.36957687	646.16	296.61	663	56.50	2.54	0.04
Danio_rerio.2.3899585.3899750	161.69	254.39	162	42.69	0.19	0.03
Danio_rerio.2.3906526.3906672	145.70	228.28	147	49.74	0.88	0.03
Danio_rerio.2.44686510.44686671	159.00	275.52	159	50.52	0.00	0.02
Danio_rerio.2.45037351.45037511	158.85	272.64	159	50.99	0.10	0.03
Danio_rerio.2.45039169.45039289	117.78	81.42	120	45.88	1.85	0.05
Danio_rerio.2.5069202.5069076	121.12	173.75	123	59.98	1.53	0.02
Danio_rerio.2.5077756.5077605	149.78	280.84	150	59.69	0.14	0.02
Danio_rerio.2.54335776.54335924	145.93	264.71	147	59.18	0.73	0.01
Danio_rerio.2.9778747.9778611	135.00	274.95	135	46.03	0.00	0.01
Danio_rerio.20.13786776.13786927	145.27	178.68	147	58.30	1.18	0.03
Danio_rerio.20.19519698.19519495	203.75	255.65	204	55.45	0.12	0.02
Danio_rerio.20.207605.207447	155.11	238.33	156	57.07	0.57	0.04
Danio_rerio.20.2547913.2547677	121.57	189.93	123	58.83	1.16	0.03
Danio_rerio.20.2568697.2568492	203.81	246.73	204	54.28	0.09	0.02
Danio_rerio.20.2580740.2580595	144.00	293.25	144	52.89	0.00	0.02
Danio_rerio.20.2585313.2585113	205.26	169.81	207	60.02	0.84	0.01
Danio_rerio.20.26075445.26075265	174.90	257.94	177	49.07	1.19	0.02
Danio_rerio.20.26417968.26417189	765.23	240.64	777	54.31	1.51	0.04
Danio_rerio.20.30949346.30949176	161.33	200.90	165	64.73	2.22	0.04
Danio_rerio.20.30958787.30958633	148.56	240.18	150	57.16	0.96	0.02
Danio_rerio.20.30961284.30961102	179.97	243.20	180	48.97	0.02	0.00
Danio_rerio.20.30962676.30962549	123.95	149.74	129	54.94	3.92	0.02
Danio_rerio.20.31315339.31315812	465.90	218.80	474	56.96	1.71	0.02
Danio_rerio.20.32523380.32523545	164.66	205.47	165	47.64	0.20	0.02
Danio_rerio.20.38554588.38554712	122.75	193.25	123	55.20	0.20	0.07
Danio_rerio.20.38815078.38814923	156.00	275.43	156	60.13	0.00	0.01
Danio_rerio.20.38826516.38826315	200.58	243.81	201	62.15	0.21	0.02
Danio_rerio.20.38844228.38844097	131.84	309.32	132	52.86	0.12	0.02
Danio_rerio.20.39322381.39323424	195.42	177.47	207	53.11	5.59	0.02
Danio_rerio.20.39386770.39386588	170.72	166.99	174	55.12	1.89	0.09
Danio_rerio.20.39539884.39539412	293.71	115.62	300	61.54	2.10	0.06
Danio_rerio.20.43709469.43709601	129.00	227.68	129	52.69	0.00	0.04
Danio_rerio.20.43816265.43816145	116.70	228.27	117	51.98	0.26	0.02
Danio_rerio.20.49394052.49394235	180.84	211.63	183	57.82	1.18	0.05
Danio_rerio.20.49396344.49396535	190.45	209.45	192	61.73	0.81	0.02
Danio_rerio.20.50207737.50207864	126.00	287.97	126	54.07	0.00	0.04
Danio_rerio.20.50222037.50222208	170.11	185.09	171	58.37	0.52	0.06
Danio_rerio.20.50227040.50227164	122.32	287.57	123	58.30	0.55	0.03
Danio_rerio.20.50228275.50228442	167.17	233.73	168	68.11	0.49	0.04
Danio_rerio.20.50378377.50378667	287.56	263.95	291	54.02	1.18	0.01
Danio_rerio.20.53405421.53405569	146.32	271.77	147	53.08	0.46	0.01
Danio_rerio.20.5473684.5473845	160.63	214.50	162	59.58	0.84	0.04
Danio_rerio.20.7324773.7324595	161.20	55.34	177	55.83	8.93	0.13
Danio_rerio.20.7641908.7641758	145.29	81.57	150	64.03	3.14	0.08
Danio_rerio.20.7724936.7724814	114.87	99.65	117	54.05	1.82	0.07
Danio_rerio.20.7729733.7729565	167.69	211.62	168	63.58	0.19	0.03
Danio_rerio.21.1112645.1112767	122.04	245.01	123	51.66	0.78	0.02
Danio_rerio.21.1927025.1927222	106.45	145.57	108	60.56	1.44	0.03
Danio_rerio.21.21673737.21673960	104.84	275.86	105	55.28	0.16	0.03
Danio_rerio.21.21970127.21969943	105.00	155.39	105	64.86	0.00	0.02
Danio_rerio.21.21977503.21977310	191.94	297.51	192	57.80	0.03	0.01
Danio_rerio.21.21978254.21978112	139.00	273.33	141	59.45	1.42	0.01
Danio_rerio.21.22153025.22152823	197.30	187.83	201	60.19	1.84	0.04
Danio_rerio.21.25176727.25176519	199.20	165.60	204	54.96	2.35	0.14
Danio_rerio.21.25467001.25467177	171.24	199.28	174	49.18	1.59	0.02
Danio_rerio.21.25811676.25811172	193.40	158.67	198	54.93	2.32	0.10
Danio_rerio.21.29759768.29759470	152.85	191.90	153	59.41	0.10	0.01
Danio_rerio.21.33792499.33792678	107.53	142.22	111	55.14	3.12	0.04
Danio_rerio.21.33835517.33835670	150.00	272.57	150	62.81	0.00	0.03
Danio_rerio.21.34333157.34333404	240.16	167.52	243	64.01	1.17	0.05
Danio_rerio.21.3478758.3478937	155.71	222.46	156	62.93	0.19	0.03
Danio_rerio.21.40515067.40514920	143.62	154.36	147	53.17	2.30	0.03
Danio_rerio.21.40517808.40517649	157.93	313.94	159	46.86	0.67	0.02
Danio_rerio.21.40522577.40522443	134.84	218.73	135	55.24	0.12	0.03
Danio_rerio.21.42650754.42650590	148.77	144.11	153	52.26	2.76	0.03
Danio_rerio.21.44371717.44371861	140.10	159.90	144	56.90	2.71	0.02
Danio_rerio.21.788394.788073	254.60	225.68	261	50.26	2.45	0.02
Danio_rerio.21.8560567.8561644	429.00	123.00	432	56.18	0.69	0.14
Danio_rerio.21.8849906.8850360	133.12	146.20	138	52.35	3.54	0.05
Danio_rerio.21.8854506.8854649	125.86	246.11	126	45.95	0.11	0.01
Danio_rerio.21.9124967.9124663	302.23	247.13	303	58.42	0.25	0.05
Danio_rerio.21.9238566.9238720	153.00	289.97	153	58.77	0.00	0.01
Danio_rerio.21.9251039.9251232	187.91	168.09	189	58.38	0.58	0.08
Danio_rerio.21.930362.930520	157.84	244.31	159	61.50	0.73	0.02
Danio_rerio.22.10318126.10318434	190.78	121.76	198	65.70	3.65	0.03
Danio_rerio.22.10493392.10493264	126.00	248.81	126	54.92	0.00	0.03
Danio_rerio.22.10709733.10709595	125.37	243.37	126	50.67	0.50	0.03
Danio_rerio.22.11182114.11181932	179.94	273.00	180	53.03	0.03	0.02
Danio_rerio.22.11642231.11642790	220.92	252.39	222	59.83	0.49	0.04
Danio_rerio.22.1237956.1237818	137.97	290.47	138	48.56	0.02	0.03
Danio_rerio.22.19292311.19291520	739.50	108.25	780	60.58	5.19	0.07
Danio_rerio.22.21688345.21688008	298.55	247.78	306	64.03	2.43	0.04
Danio_rerio.22.21689119.21688434	206.16	205.22	207	63.30	0.41	0.03
Danio_rerio.22.24346510.24346274	200.79	198.07	207	63.23	3.00	0.03
Danio_rerio.22.32304537.32304349	188.79	285.35	189	53.78	0.11	0.02
Danio_rerio.22.32304768.32304638	128.88	255.15	129	44.52	0.09	0.01
Danio_rerio.22.32341510.32341682	144.00	315.58	144	49.59	0.00	0.02
Danio_rerio.22.32561866.32561708	156.85	112.46	159	62.73	1.35	0.03
Danio_rerio.22.32569623.32569473	149.49	266.94	150	54.21	0.34	0.02
Danio_rerio.22.32575121.32574961	159.00	286.20	159	50.92	0.00	0.02
Danio_rerio.22.32587398.32587223	174.00	273.79	174	53.06	0.00	0.01
Danio_rerio.22.381253.381396	140.03	271.41	141	46.84	0.69	0.01
Danio_rerio.22.40624247.40624416	164.45	180.71	168	48.11	2.11	0.03
Danio_rerio.22.40625225.40625433	203.39	282.42	204	49.30	0.30	0.01
Danio_rerio.22.40693218.40693387	167.78	240.48	168	53.64	0.13	0.04
Danio_rerio.23.14310468.14310317	149.71	226.65	150	61.50	0.19	0.03
Danio_rerio.23.14323737.14323604	130.62	181.80	132	50.48	1.04	0.03
Danio_rerio.23.14894467.14894610	143.85	257.64	144	53.91	0.11	0.02
Danio_rerio.23.18020171.18019810	341.66	268.01	342	52.28	0.10	0.03
Danio_rerio.23.18022575.18022332	239.97	267.56	240	55.67	0.01	0.04
Danio_rerio.23.18026219.18025905	137.97	288.48	138	47.52	0.02	0.04
Danio_rerio.23.18027458.18027267	190.01	242.42	192	49.22	1.03	0.05
Danio_rerio.23.20265162.20264979	176.67	172.16	180	64.24	1.85	0.03
Danio_rerio.23.21587977.21588167	188.97	327.92	189	55.36	0.02	0.01
Danio_rerio.23.21600040.21600319	278.26	278.89	279	55.43	0.27	0.02
Danio_rerio.23.21603174.21603296	122.19	176.25	123	50.12	0.66	0.04
Danio_rerio.23.21608146.21608303	155.23	234.15	156	48.94	0.50	0.02
Danio_rerio.23.21620009.21620191	182.68	292.66	183	55.84	0.17	0.01
Danio_rerio.23.21620280.21620438	159.00	284.26	159	55.30	0.00	0.02
Danio_rerio.23.21622553.21622780	228.00	271.99	228	44.99	0.00	0.02
Danio_rerio.23.21625189.21625352	162.00	296.91	162	50.74	0.00	0.01
Danio_rerio.23.21625731.21625947	212.42	292.24	213	57.83	0.27	0.02
Danio_rerio.23.21627158.21627374	212.78	249.16	213	55.56	0.10	0.03
Danio_rerio.23.21635190.21635311	120.00	311.05	120	42.23	0.00	0.01
Danio_rerio.23.21637744.21637921	172.21	275.60	174	55.64	1.03	0.03
Danio_rerio.23.21644299.21644526	227.52	285.29	228	51.48	0.21	0.02
Danio_rerio.23.21647606.21647799	192.00	303.57	192	48.06	0.00	0.01
Danio_rerio.23.21647889.21648128	236.53	296.06	237	56.75	0.20	0.02
Danio_rerio.23.21657099.21657220	116.78	339.12	117	46.36	0.19	0.01
Danio_rerio.23.22051336.22051157	151.38	121.33	153	42.27	1.06	0.07
Danio_rerio.23.24529955.24529825	128.94	277.60	129	53.00	0.05	0.01
Danio_rerio.23.26156713.26157157	245.95	231.69	249	61.19	1.23	0.02
Danio_rerio.23.28743667.28743807	138.93	139.01	141	52.06	1.47	0.02
Danio_rerio.23.28754934.28755056	116.81	284.36	117	47.44	0.16	0.01
Danio_rerio.23.28757111.28757348	236.97	335.54	237	54.86	0.01	0.01
Danio_rerio.23.28770180.28770403	218.23	273.59	219	52.20	0.35	0.02
Danio_rerio.23.29203093.29202422	654.66	266.73	669	62.14	2.14	0.02
Danio_rerio.23.29210460.29210289	164.39	240.76	165	58.45	0.37	0.04
Danio_rerio.23.29224430.29224258	170.75	292.85	171	54.68	0.14	0.01
Danio_rerio.23.29246807.29246237	541.11	197.91	567	58.44	4.57	0.04
Danio_rerio.23.29635796.29635592	135.00	279.59	135	51.18	0.00	0.01
Danio_rerio.23.29755050.29754876	171.00	297.02	171	46.53	0.00	0.01
Danio_rerio.23.29757952.29757808	144.00	394.64	144	48.45	0.00	0.02
Danio_rerio.23.29759396.29759270	123.00	346.43	123	49.24	0.00	0.01
Danio_rerio.23.29813447.29813582	134.17	233.77	135	50.28	0.61	0.02
Danio_rerio.23.31998605.31998456	143.52	236.15	144	58.27	0.33	0.02
Danio_rerio.23.32233166.32233288	122.02	189.57	123	41.75	0.80	0.03
Danio_rerio.23.329435.329565	124.16	188.81	126	52.99	1.46	0.03
Danio_rerio.23.36734359.36734222	102.00	300.67	102	51.37	0.00	0.03
Danio_rerio.23.37173559.37173370	188.55	260.24	189	41.82	0.24	0.02
Danio_rerio.23.37174667.37174527	137.97	283.17	138	49.74	0.02	0.02
Danio_rerio.23.43795143.43797435	677.56	271.53	693	58.64	2.23	0.04
Danio_rerio.23.46149600.46149475	119.94	113.98	120	72.50	0.05	0.04
Danio_rerio.23.7300288.7300450	157.24	158.20	162	60.10	2.94	0.07
Danio_rerio.23.7300539.7300657	116.41	209.58	117	52.58	0.51	0.05
Danio_rerio.23.7630888.7631011	122.29	204.35	123	55.11	0.58	0.03
Danio_rerio.23.7651910.7652059	147.00	263.77	147	58.00	0.00	0.03
Danio_rerio.23.9188003.9188283	146.25	254.40	147	53.08	0.51	0.03
Danio_rerio.24.19794000.19794144	141.00	203.59	144	55.23	2.08	0.01
Danio_rerio.24.21785506.21785642	135.00	283.07	135	48.91	0.00	0.01
Danio_rerio.24.22331945.22332066	120.00	335.88	120	48.53	0.00	0.01
Danio_rerio.24.22337089.22337324	215.78	343.93	216	55.27	0.10	0.03
Danio_rerio.24.24325336.24325570	232.43	261.77	234	54.28	0.67	0.02
Danio_rerio.24.24463008.24463185	174.64	239.88	177	52.93	1.33	0.02
Danio_rerio.24.24578459.24578640	180.00	248.41	180	54.86	0.00	0.02
Danio_rerio.24.3549666.3549349	208.74	189.70	210	50.89	0.60	0.02
Danio_rerio.24.36473686.36473856	169.34	257.94	171	45.94	0.97	0.03
Danio_rerio.24.36474250.36474434	182.18	276.25	183	48.93	0.45	0.02
Danio_rerio.24.37195921.37195797	118.07	134.04	120	54.10	1.61	0.02
Danio_rerio.24.37481832.37482113	274.46	190.49	279	59.76	1.63	0.03
Danio_rerio.24.37805788.37805532	246.38	205.39	252	60.10	2.23	0.06
Danio_rerio.24.38734055.38733907	146.75	248.55	147	51.16	0.17	0.03
Danio_rerio.24.39216442.39216566	122.74	249.83	123	55.29	0.21	0.03
Danio_rerio.24.39396047.39396319	128.21	220.75	129	60.27	0.61	0.04
Danio_rerio.24.6262281.6262158	117.00	262.65	117	46.45	0.00	0.02
Danio_rerio.24.7673169.7673032	137.58	210.43	138	63.40	0.31	0.01
Danio_rerio.24.8299296.8299142	152.94	279.42	153	46.91	0.04	0.02
Danio_rerio.24.8301821.8301700	119.42	234.18	120	49.22	0.48	0.02
Danio_rerio.24.9441475.9441618	142.81	249.09	144	48.83	0.83	0.02
Danio_rerio.24.9706901.9706759	136.93	238.52	141	44.01	2.89	0.02
Danio_rerio.24.9714309.9714165	142.87	240.60	144	48.31	0.78	0.02
Danio_rerio.25.13636769.13637533	245.26	307.88	246	58.82	0.30	0.01
Danio_rerio.25.13640175.13640528	216.00	289.70	216	62.47	0.00	0.02
Danio_rerio.25.13645305.13645496	188.91	234.52	189	63.00	0.05	0.01
Danio_rerio.25.14631211.14631043	160.76	181.01	165	65.63	2.57	0.03
Danio_rerio.25.17003386.17003505	118.99	255.31	120	54.82	0.84	0.01
Danio_rerio.25.17689756.17689883	124.36	105.58	126	53.89	1.30	0.02
Danio_rerio.25.17689976.17690216	234.11	172.30	240	54.84	2.46	0.03
Danio_rerio.25.17690293.17690412	120.00	268.42	120	53.46	0.00	0.01
Danio_rerio.25.17690521.17690643	121.93	211.92	123	45.17	0.87	0.02
Danio_rerio.25.17694344.17694468	119.85	349.97	120	49.64	0.13	0.03
Danio_rerio.25.17695674.17695853	179.26	260.66	180	47.89	0.41	0.02
Danio_rerio.25.17697332.17697628	295.90	257.55	297	58.31	0.37	0.01
Danio_rerio.25.17701345.17701494	149.39	161.22	150	54.01	0.40	0.01
Danio_rerio.25.17701730.17701910	179.79	271.01	180	55.67	0.12	0.02
Danio_rerio.25.17702590.17702724	132.00	255.93	132	55.27	0.00	0.01
Danio_rerio.25.18336513.18336725	199.20	218.19	204	62.98	2.35	0.06
Danio_rerio.25.18497602.18497790	186.85	182.70	189	60.39	1.14	0.05
Danio_rerio.25.20081942.20081819	119.94	231.57	120	53.36	0.05	0.02
Danio_rerio.25.27774748.27776506	280.55	184.91	288	61.91	2.59	0.03
Danio_rerio.25.286066.286194	124.20	169.63	126	50.69	1.43	0.02
Danio_rerio.25.29422592.29422835	228.16	234.07	237	49.94	3.73	0.02
Danio_rerio.25.29600325.29600191	130.86	159.76	135	44.03	3.06	0.02
Danio_rerio.25.29606624.29606456	165.65	235.58	168	52.71	1.40	0.02
Danio_rerio.25.3004340.3004540	195.96	160.36	198	60.91	1.03	0.01
Danio_rerio.25.33567738.33567890	152.61	254.52	153	57.27	0.25	0.02
Danio_rerio.25.3780803.3780675	124.96	175.65	126	51.28	0.83	0.04
Danio_rerio.25.4882379.4882518	133.38	134.96	138	50.58	3.34	0.03
Danio_rerio.25.6020714.6020930	210.86	214.34	213	60.59	1.00	0.03
Danio_rerio.25.7748046.7747861	177.96	139.66	183	58.72	2.75	0.03
Danio_rerio.25.8311277.8311008	266.10	177.24	270	62.15	1.44	0.03
Danio_rerio.25.8313523.8313329	194.35	319.19	195	53.16	0.33	0.03
